facility_uid,facility_code,state_unique_id,registration_no,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,facility_level_option,physical_location,longitude,latitude,phone_number,email_address,website,ooperational_days,operational_hours,operation_status,registration_status,license_status,doctors,nurses,midwives,beds
22329609,24/02/1/2/2/0004,,,,Ajifat Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.33831787100007,6.46447753900003,,,,,,Operational,Unknown,Unknown,,,,
23843581,24/02/1/1/1/0003,,,,Amukoko Primary Health Centre,Lagos,Ajeromi/Ifelodun,Public,,Primary,,,3.34269000000006,6.46621000000005,,,,,,Operational,Unknown,Unknown,,,,
40238849,24/02/1/2/2/0065,,,2018-02-14,Darulsam Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,,3.34927,6.46901,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
34553976,24/02/1/2/2/0014,,,2007-01-07,Deetab Hospital And Maternity Home,Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,,3.34130,6.45952,0080-330-7945,deetabhospital07@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
36178723,24/02/1/1/2/0014,,,2002-03-01,Hal Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.35073,6.46657,0815-433-3176,halhospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,10,1,3
23252932,24/02/1/2/2/0026,,,,Ifunaya Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.33911132900005,6.46728515700005,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
35152443,24/02/1/2/2/0081,,RC675035,1990-03-09,Natafod Consultants Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,,3.34305,6.46645,0803-302-6340,natafod10@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,6,2,0,15
37663902,24/02/1/1/2/0023,,,,Olamide Convalescent Home,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
77869459,24/02/1/1/2/0028,,,,Safejo Medical Centre,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,3.34130859400005,6.46649169900007,,,,,,Operational,Unknown,Unknown,,,,
28525697,24/02/1/1/2/0029,,,2007-03-06,Soh Mi Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,SAFEJO AMUKOKO,3.34053,6.46573,0813-692-4549,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
55990901,24/02/1/1/2/0033,,,,Success Convalescent & Maternity Home,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
30272562,24/02/1/2/2/0067,,,2012-02-09,Zem-Zem Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,ALAFIA AMUKOKO,3.34344,6.46794,0802-315-6039,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
56427874,24/02/1/2/2/0027,,,,Jomark Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.33130000000006,6.46502000000004,,,,,,Operational,Unknown,Unknown,,,,
37325052,24/02/1/1/2/0026,,,,Remsol Nursing Home,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
84590835,24/02/1/2/1/0001,,,,Ajeromi Ifelodun General Hospital,Lagos,Ajeromi/Ifelodun,Public,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
30829700,24/02/1/1/1/0067,,,2000-01-01,Asomba Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Center,,3.33353,6.45178,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,3,,2,10
,,,,,,,,,,,,,,,,,,,,,,,,,,
63818285,24/02/1/2/2/0021,,,,Olufunmilayo Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
86258868,24/02/1/2/2/0041,,BN 2905893,2013-01-01,Sasco Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,,3.33155,6.45626,0703-364-6913,almeen1422@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,1,0,6
14070771,24/02/1/2/2/0042,,BN145158,2003-06-01,Saseun Hospital And Maternity,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,,3.33471,6.45181,0803-329-2234,drsolasaseun@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,1,0,15
28744129,24/02/1/2/2/0045,,,2005-06-01,St Anthony of Padua Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.32818,6.45293,,Anthonyhospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,,1,6
61273922,24/02/1/2/2/0009,,32333,1974-01-01,St Mary's Cardoso Primary Health Care,Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,,3.33498,6.45461,0803-724-5881,akinlaja11@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,3,2,1,6
38854483,24/02/1/2/2/0001,,,,Abbey Medical Centre,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.33728027400002,6.44732666000004,,,,,,Operational,Unknown,Unknown,,,,
15772833,24/02/1/2/2/0063,,,,Augusta Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
46074066,24/02/1/2/2/0010,,,2003-09-08,Celian Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.32373,6.44778,0803-302-3498,celianhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,2,0,5
47139430,24/02/1/2/2/0012,,,,Dako Medical Centre Limited,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.32910156200006,6.44732666000004,,,,,,Operational,Unknown,Unknown,,,,
66673236,24/02/1/2/2/0023,,,2000-01-01,Goodwill Family Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,AJEGUNLE,3.34236,6.448,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
35044781,24/02/1/2/2/0061,,,,Grayma Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
41236305,24/02/1/1/1/0004,,,,Ibafon Primary Health Centre,Lagos,Ajeromi/Ifelodun,Public,,Primary,,,3.33068847700002,6.44329834000007,,,,,,Operational,Unknown,Unknown,,,,
62614257,24/02/1/2/2/0060,,1388250,2017-02-06,Ola-Silver Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.33116,6.44509,0802-956-4505,kickopsy@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,3,2,1,10
75378694,24/02/1/2/2/0091,,,2021-03-01,Orange Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,"127 Idewu Street, Wilmer bus stop Olodi Apapa",3.33472,6.45321,0703-743-5576,orangehealthinitiatiove@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,3,2,,7
81570784,24/02/1/2/2/0044,,,,Sonex Clinic,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.33233000000007,6.44689000000005,,,,,,Operational,Unknown,Unknown,,,,
82672584,24/02/1/1/2/0031,,,2001-08-06,St James Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.33489,6.44132,0805-051-3758,okezie@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Unknown,2,1,0,9
27933378,24/02/1/1/2/0092,,,2016-07-01,Al-Shifau Convalescent Nursing Home,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,"26 Aiyenero Street off Ojo Rd, Ajegunle",3.34164,6.46131,0805-536-3625,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,1,,6
72682329,24/02/1/2/2/0006,,,,Anna'S Maternity Home,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
42672477,24/02/1/2/2/0007,,RC 321685,1995-01-02,Beebat Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.3386,6.46025,0803-303-8477,lateefodufowoke38@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,3,0,13
85388538,24/02/1/1/2/0011,,,2010-01-03,Godfri Convalescent Home,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,AIYENERO OFF OJO ROAD,3.34159,6.4617,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
53756939,24/02/1/1/1/0067,,,2007-12-02,Ifeoluwa Maternity Home,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,,3.3381,6.46148,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24HRS,Operational,Registered,Licensed,,,,
59665342,24/02/1/1/1/0005,,,,Layeni Primary Health Centre,Lagos,Ajeromi/Ifelodun,Public,,Primary,,,3.32599000000005,6.46030000000007,,,,,,Operational,Unknown,Unknown,,,,
63361785,24/02/1/1/2/0090,,221954,2022-03-01,New LIfe Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Center,"22/33 Ojo road, Ajegunle Apapa",3.413,6.45952,0806-715-0467,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,1,1,5
75408187,24/02/1/1/2/0030,,,,Sovereign God Maternity,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
13341532,24/02/1/2/2/0050,,,1999-01-05,Tolu Medical Centre(Ojo Road),Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,,3.33369,6.45983,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,,,,
78157571,24/02/1/1/2/0001,,,,Adeade Convalescent Home,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
64965328,24/02/1/2/2/0059,,,,His Mercy Medical Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
25796589,24/02/1/1/2/0018,,,,Mayor Clinic,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
76518429,24/02/1/1/1/0007,,,,Oridilu Primary Health Centre,Lagos,Ajeromi/Ifelodun,Public,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
54317685,24/02/1/1/2/0035,,,,White Flag Convalescent Home,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
47243896,24/02/1/1/2/0085,,,2019-01-01,Leemsa Nursing Home,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,"10 Alayaki Street, Amukoko Lagos",3.34986,6.47115,0803-329-6600,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,1,,
62301430,24/02/1/2/2/0043,,RC 284090,1991-10-12,Shammah  Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Center,,3.34792,6.46951,0802-318-1957,shammah_hospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,2,0,15
33073912,24/02/1/2/2/0047,,,,St Theresa Catholic Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
29544109,24/02/1/1/1/0002,,,,Akere Primary Health Centre,Lagos,Ajeromi/Ifelodun,Public,,Primary,,,3.34167480500003,6.44970703100006,,,,,,Operational,Unknown,Unknown,,,,
21577162,24/02/1/1/2/0002,,,,Al Qadir Convalescent Home,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
25314597,24/02/1/1/2/0004,,RC653122,1988-01-11,Bayo Ogunro Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.32798,6.44817,0803-711-9913,sterewat@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,4,0,0,10
84659424,24/02/1/2/2/0018,,,,Ericon Clinic,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
58058083,24/02/1/2/2/0019,,RC604039,1988-05-09,Faleti Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,,3.34179,6.45097,0802-311-6848,dokingatu05@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,3,2,0,22
80106824,24/02/1/2/2/0020,,,,Femi Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.34613037100007,6.45068359300006,,,,,,Operational,Unknown,Unknown,,,,
75050730,24/02/1/2/2/0024,,BN 2206025,2007-03-09,Halisa Gold Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.34259,6.45262,0803-306-1306,halisagoldhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,0,0,12
,,,,,,,,,,,,,,,,,,,,,,,,,,
53394619,24/02/1/2/2/0025,,,,Hilton Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.32067871100003,6.44848632800006,,,,,,Operational,Unknown,Unknown,,,,
48236579,24/02/1/2/2/0028,,BN 2016246,2004-01-09,Kenny  Medical,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.32554,6.44814,0802-313-2267,drkenaladetohun@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,2,0,7
43821601,24/02/1/1/2/0021,,,,Miracle Nursing Home,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
76572424,24/02/1/1/2/0025,,,,Patol Medical Centre,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,3.33032226600005,6.44952392600004,,,,,,Operational,Unknown,Unknown,,,,
66857717,24/02/1/1/2/0009,,,,Prime Health Medical,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,3.34472656200006,6.45111084000007,,,,,,Operational,Unknown,Unknown,,,,
27712917,24/02/1/2/2/0038,,,,Raynie Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
39179810,24/02/1/2/2/0046,,,2001-01-01,St Charles Infirmary Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.32876,6.44902,0803-334-6984,stcharlesclinic4@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,0,0,7
58658597,24/02/1/1/2/0034,,,,The Lord That Healeth Clinic,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
57026327,24/02/1/1/2/0084,,RC1728002,2020-10-01,Wilmer Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Center,15 Ohikere Street Olodi-Apapa Lagos,3.33573,6.44982,0803-334-2751,wilmermedical@outlook.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,2,1,5
73281287,24/02/1/2/2/0052,,68181,1982-01-05,All Souls Clinic Limited,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.32564,6.45982,0805-989-8257,allsoulshospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,4,1,0,21
,,,,,,,,,,,,,,,,,,,,,,,,,,
53070225,24/02/1/1/2/0020,,,,Milverton Convalescent Centre,Lagos,Ajeromi/Ifelodun,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
79276908,24/02/1/1/2/0024,,,2007-12-04,Olanrewaju Convalscent Home,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,,3.33266,6.46077,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,,,,
42491914,24/02/1/1/2/0073,,RC 241353,1990-06-01,Prince And Princess Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,,3.33002,6.45964,0809-393-2162,pphospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,,3,3,1,14
65956936,24/02/1/1/2/0082,,RC 1487031,2019-07-09,Recovery Community Hospital,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.33261,6.46136,0813-123-1389,recoveryhealthcentre@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,3,2,0,12
64068671,24/02/1/2/2/0039,,,,Rikky Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
14210830,24/02/1/1/1/0086,,,2000-01-01,Signal  Barracks Medical Centre,Lagos,Ajeromi/Ifelodun,Public,Federal Government,Primary,Primary Health Center,196 Ojo Road Alaba,3.32326,6.46015,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Not Applicable,Not Applicable,,,,
26512045,24/02/1/1/2/0032,,BN 21111846,2012-06-09,Stay well Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.34012,6.45926,0802-320-2758,abiolajijolade@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,1,0,4
85330560,24/02/1/2/2/0016,,BN3023793,2009-02-04,Triple Grace Medical Centre,Lagos,Ajeromi/Ifelodun,Private,For Profit,Secondary,,,3.29642,6.45851,0803-044-1190,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,1,0,11
44381197,24/02/1/1/2/0007,,,2012-02-03,Desay Clinic,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,,OJOKU,3.34216,6.442202,,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Registered,Licensed,,,,
71654337,24/02/1/1/2/0016,,,1994-04-08,Jibol Nursing Home,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.34553,6.44536,0803-324-8968,jibolmedicalcentre@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,0,1,0,10
,,,,,,,,,,,,,,,,,,,,,,,,,,
73928987,24/02/1/1/1/0088,,,2023-01-01,JMJ SDG Primary Health Centre,Lagos,Ajeromi/Ifelodun,Public,Local Government,Primary,Primary Health Center,Joladipo lane by mission street,,,0803-349-5919,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Operational,Not Applicable,Not Applicable,,,,
81923967,24/02/1/1/2/0019,,BN 2062384,1998-01-11,Merit Medical Center,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.34651000000002,6.44897000000003,0803-330-8070,wandemerit@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,1,0,10
40079527,24/02/1/2/2/0049,,,1987-01-09,Tolu Medical Center,Lagos,Ajeromi/Ifelodun,Private,For Profit,Primary,Primary Health Clinic,,3.34891,6.45021,0803-334-2751,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,4,8,2,57
15104907,24/02/1/1/1/0008,,BN2008932,2014-12-06,Tolu Primary Health Centre,Lagos,Ajeromi/Ifelodun,Public,Local Government,Primary,Primary Health Center,,3.34639,6.44489,0803-300-5282,Oshawa.tina@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,4,2,0,7
62385464,24/02/1/2/2/0051,,,,Zollinger Hospital,Lagos,Ajeromi/Ifelodun,Private,,Secondary,,,3.34744000000006,6.44976000000003,,,,,,Operational,Unknown,Unknown,,,,
13598329,24/03/1/1/2/0006,,,2005-01-07,Ade El-shadai Maternity,Lagos,Alimosho,Private,For Profit,Primary,Primary Health Clinic,"9, Ola Farm Street, Asalu, Abaranje",3.26436,6.55362,0808-249-9903,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,,3,1,4
50370749,24/03/1/2/2/0012,,,,Better Life Hospital,Lagos,Alimosho,Private,,Secondary,,,,,,,,,,Operational,Unknown,Unknown,,,,
41049636,24/03/1/1/2/0023,,,,Bishop Awe Medical Centre,Lagos,Alimosho,Private,,Primary,,,3.25328210186455,6.5420970150147,,,,,,Operational,Unknown,Unknown,,,,
74233788,24/03/1/1/2/0054,,,,Fabol Maternity Home,Lagos,Alimosho,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
76796289,24/03/1/1/2/0066,,,,Hebrew Land Convalescent Home,Lagos,Alimosho,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
17301954,24/03/1/2/2/0056,,,,Livingstone Hospital,Lagos,Alimosho,Private,,Secondary,,,3.24582598507015,6.52701850748432,,,,,,Operational,Unknown,Unknown,,,,
56577360,24/03/1/1/1/0028,,,,Okerube(Abaranje) Primary Health Centre,Lagos,Alimosho,Public,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
45305677,24/03/1/1/1/0158,,,2009-07-04,Villas Nursing Home,Lagos,Alimosho,Private,For Profit,Primary,Primary Health Clinic,"200, Abaranje Road, Abaranje",3.26132,6.54301,0817-615-0245,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,,3,0,4
67057109,24/03/1/2/2/0108,,,2013-07-03,Zion Uque Hospital,Lagos,Alimosho,Private,For Profit,Primary,Primary Health Clinic,"27, Ile Eja Road, Abaranje",3.26832,6.55336,0817-328-6860,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,1,3,1,10
51557280,24/03/1/1/2/0137,,,,Best Consult Clinic,Lagos,Alimosho,Private,,Primary,,,3.27261583199572,6.60584958686896,,,,,,Operational,Unknown,Unknown,,,,
35163411,24/03/1/1/2/0028,,,2010-01-01,Christ Model Maternity,Lagos,Alimosho,Private,For Profit,Primary,Primary Health Clinic,"8, CB Street, Federal Housing Estate, Abesan Ipaja",3.27601,6.60602,0803-776-2543,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,,1,1,6
84747848,24/03/1/1/2/0136,,,,Rev Fr John Burke Cat Hosp,Lagos,Alimosho,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
84636267,24/03/1/1/1/0006,,,,Akinyele Primary Health Center,Lagos,Alimosho,Public,,Primary,,,3.26531982400007,6.61047363300003,,,,,,Operational,Unknown,Unknown,,,,
66021486,24/03/1/1/2/0039,,,,Dew Of Blessing Clinic,Lagos,Alimosho,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
74935714,24/03/1/1/1/0194,,,2019-01-05,OPEKI PRIMARY  HEALTH CENTR,Lagos,Alimosho,Public,Federal Government,Primary,,BAALE STREET 5TH AVENUE ABESAN IPAJA,3.26531,6.61047,,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Operational,Not Applicable,Not Applicable,,,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,
27968956,24/03/1/1/1/0001,,,2000-01-01,Aboru  Primary Health Centre,Lagos,Alimosho,Public,Local Government,Primary,,"3, Babaloloa Street, Aboru",3.28194,6.62431,0809-407-4692,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",8:00 am - 4,Operational,Registered,Licensed,,0,0,4
41927069,24/03/1/1/1/0158,,,2017-05-03,Asiwaju Bola Ahmed Tinibu Primary Health Centre,Lagos,Alimosho,Public,Local Government,Primary,Primary Health Center,"1, Josiah Buraimoh Street, Aboru",3.28027,6.63444,0802-391-9869,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8hrs,Operational,Registered,Licensed,2,0,0,8
13635209,24/03/1/2/2/0011,,BN 2320626,1996-01-10,Bethel Hospital,Lagos,Alimosho,Private,For Profit,Primary,Primary Health Clinic,"2, Semiu Tiamiyu  Street, Hill Top Estate, Aboru",3.28509,6.62286,0803-511-7301,flobontebade@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Operational,Registered,Licensed,2,2,1,10
