facility_uid,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,physical_location,longitude,latitude,phone_number,operation_days,registration_status,license_status
82671616,2009-12-31,HEALING SPRING HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"4, AGNES AYODELE STREET, SATELLITE TOWN",3.25394,6.43201,0810-433-5283,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
15777291,2016-12-31,HOLLY FAMILY HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"1, IJEGUN ROAD SATELLITE TOWN",3.26142,6.44644,0810-377-3425,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
45074448,2005-12-31,HOPELAND HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"5, EZE NDUKA STREET, SATELLITE TOWN",3.25752,6.44148,0803-332-3305,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44165664,2000-12-31,IJEGUN PRIMARY HEALTH CENTRE,Lagos,Amuwo Odofin,Public,Local Government,Primary,"8, ESIE FEMI STREET,  IJEGUN SATELLITE",3.26477,6.44124,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
81086999,2017-12-31,LEAFEGA MATERNITY HOME,Lagos,Amuwo Odofin,Private,For Profit,Primary,"70,LUMAC STREET, IJEGUN",3.27181,6.43773,0816-123-1662,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
24782337,2014-12-31,ORION HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"84, MARURA ROAD SATELLITE TOWN",3.25929,6.43465,0703-258-1575,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
14037218,2016-01-01,OUTREACH SPECIALIST,Lagos,Amuwo Odofin,Private,For Profit,Primary,"23, COMMUNITY ROAD, BESIDE 1ST BANK ABULE ODO SATELLITE",3.25671,6.45103,0701-869-9806,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
39714181,2017-12-31,PREMIUM CARE HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"70, MARWA ROAD, GOZON PLAZA, SATELLITE",3.25968,6.43609,0806-821-5420,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43723632,2007-09-14,RHOWIL TOTAL CARE MEDICAL CENTRE,Lagos,Amuwo Odofin,Private,For Profit,Primary,"PLOT 3, BLOCK 7, SITE G DAVIS CLOSE NPF ESTATE",3.26267,6.45249,0803-306-0508,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
56015811,2001-02-07,IREDE HEALTH POST,Lagos,Amuwo Odofin,Public,Local Government,Primary,,3.265075683,6.44128418,,,Unknown,Unknown
79009536,2016-12-31,DE ANOINTED UGOH MEDICAL CENTRE,Lagos,Amuwo Odofin,Private,For Profit,Primary,"1, ALANEME STREET,OFF COMFORT OBOH, KIRIKIRI",3.30576,6.44869,0805-448-7859,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
34522348,2010-01-01,ERONMON SPECIALIST HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"47, GANIYAT STREET, MONKEY VILLAGE, MAZAMAZA FESTAC",3.29268,6.45247,0802-320-4584,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
62794907,1999-02-05,KIRIKIRI PRIMARY HEALTH CENTRE,Lagos,Amuwo Odofin,Public,Local Government,Primary,"15 PRISON STREET KIRIKIRI, LAGOS.NIGERIA",3.30521,6.44325,0803-326-8797,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
45988413,2021-02-07,RICHIE HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Secondary,,3.31211,6.4415,0806-030-3108,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
78991860,2000-12-31,ST JOSEPH CATHOLIC MISSION HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"1,DILLION STREET, KIRIKIRI TOWN",3.25787,6.44908,0813-430-1952,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
65459032,2012-12-02,ADETUNJI MEMORIAL HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"10, ALAHUN OTUNBA STREET, MAZAMAZA FESTAC",3.30651,6.45629,0802-321-5929,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
68303502,2018-12-31,BLESSED ASSURANCE MATERNITY,Lagos,Amuwo Odofin,Private,For Profit,Primary,"8, OYEWOLE STREET, MAZAMAZA",3.30327,6.45756,0809-959-2266,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
72686823,2012-12-31,FAR EAST MATERNITY HOME,Lagos,Amuwo Odofin,Private,For Profit,Primary,"588,MORADEYO STREET KUJE",3.27432,6.42231,0803-568-7963,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
32005029,2014-12-31,FRAVYN HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"43,OLD OJO ROAD,MAZAMAZA,FESTAC",3.295104981,6.45892334,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
14580206,2001-12-31,JABAIL MATERNITY HOME,Lagos,Amuwo Odofin,Private,For Profit,Primary,"10A, MISSION STREET, MAZAMAZA",3.30381,6.45996,0806-297-9524,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
83132768,2017-12-31,MAKAL MEDICAL CENTRE,Lagos,Amuwo Odofin,Private,For Profit,Primary,"42, BALOGUN STREET,OLD OHO ROAD KUJE",3.29487,6.45756,0803-313-2293,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
43010382,1997-05-04,BEACHLAND CLINIC,Lagos,Amuwo Odofin,Private,For Profit,Secondary,5TH AVENUE R CLOSE HOUSE AMUWO ODOFIN LGA,3.1641,6.2812,0802-075-8960,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82809792,2003-07-24,DAY SPRING FAITH HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"BLOCK 42, FLAT 2 LSDPC AMUWO",3.31559,6.46341,0803-324-5702,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
55805648,2014-12-31,BETHSEDA CLINIC AND MATERNITY HOME,Lagos,Amuwo Odofin,Private,For Profit,Primary,"2ND AVENUE, 207 ROAD B CLOSE, HOUSE 2, FESTAC",3.28048,6.46935,0803-346-8595,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
71168333,2016-12-31,BLUE LIME HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"7TH AVENUE, R CLOSE HOUSE 2, FESTAC TOWN",3.27214,6.47772,0808-218-1883,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
30923520,1995-02-17,BONNE SANTE HEALTH SERVICES LTD,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"321,ROAD C ,HOUSE 8, FESTAC",3.2858,6.46677,0806-093-4812,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
24643630,2015-12-31,CEDAR GROUP HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"208, ROAD, OPPOSITE D, C/S FESTAC",3.27377,6.46142,0803-308-7333,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
23847959,2012-12-31,DE MARVEL HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"PLOT 1772, OPPOSITE F CLOSW, 7THE AVENUE FESTAC",3.27146,6.46478,0803-316-5483,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
83452717,1988-12-09,EMEL HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"21, C/S  FESTAC TOWN",3.28953,6.47568,0704-608-3798,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35097538,2001-02-09,FAITHCARE HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"1A A CLOSE,3ROAD AVENUE,FESTAC  TOWN",3.3188,6.4464,0803-565-5651,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
13759836,2014-12-31,FESTAC PRIMARY HEALTH CENTRE,Lagos,Amuwo Odofin,Public,Local Government,Primary,"41, LOCAL GOVERNMENT SECRETARIAT , AMUWO ODOFIN FESTAC",3.28287,6.47028,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
85539008,2014-12-31,FIRST LINE HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"2ND AVENUE HOUSE 14, FESTAC",3.27192,6.46011,0803-331-3013,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
16043965,1997-05-06,GODS POWER CLINIC,Lagos,Amuwo Odofin,Private,For Profit,Primary,"321 RD C, CLOSE , HOUSE 7, FESTAC",3.28587,6.46644,0805-339-7573,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
78847853,2015-12-31,GOLDEN CROSS INFIRMARY,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"2ND AVENUE 23RD, FESTAC TOWN",3.28327,6.46823,0803-350-2182,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
18603357,1999-10-03,HOLY FAMILY CATHOLIC CHURCH MEDICAL CENTER,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"22, 2ND AVENUE FESTAC TOWN",3.28294,6.46851,0909-089-0100,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35039561,2015-12-31,HOLY ROSARY MEDICAL CENTRE,Lagos,Amuwo Odofin,Private,For Profit,Primary,"321,ROAD A,CLOSE,HOUSE 18, FESTAC TOWN",3.28579,6.46759,0803-334-7364,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
58176585,1989-08-24,ITUAH HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"PLOT 2, ROAD J CLOSE FESTAC TOWN",3.27947,6.47268,0817-308-4232,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
70058299,2015-12-31,LASAPIENZA HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"21, ROAD D CLOSE HOUSE 5, FESTAC TOWN",3.29523,6.46478,0802-377-1414,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
14775237,2010-12-31,OUTREACH CHILDREN HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Secondary,"4TH AVENUE BY 3RD AVENUE JUNCTION, FESTAC TOWN",3.28498,6.47571,0708-975-8800,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
61800512,2012-12-31,PRAISE MEDICAL CENTRE,Lagos,Amuwo Odofin,Private,For Profit,Primary,"3RD AVENUE, C/S, HOUSE 2 FESTAC",3.28893,6.46813,0802-536-4976,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
38461618,2015-12-31,PRIME CARE HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"52 ROAD, HOUSE 15 FESTAC TOWN",3.27631,6.46835,0803-722-1233,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
13387222,1997-05-04,RENUE CLINIC,Lagos,Amuwo Odofin,Private,For Profit,Primary,"5TH AVENUE R CLOSE, FESTAC",3.27827,6.47014,0818-543-2773,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
57300304,2015-12-31,ROYAL OAK HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"HOUSE 3, B CLOSE 1ST AVENUE FESTAC",3.29747,6.46708,0803-344-5809,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
70233080,2020-10-10,SIRONA HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Secondary,9 NORTH CLOSE .FESTAC TOWN LAGOS NIGERIA,3.29187,6.47483,0806-617-6514,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
47491485,2016-12-31,ST CLEMENT SPECIALIST HOSPITAL,Lagos,Amuwo Odofin,Private,For Profit,Primary,"3RD AVENUE 321 ROAD GCLOSE HOUSE 3, FESTAC",3.28721,6.46541,0803-337-1038,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
52430764,2012-01-06,THH HEALTHCARE,Lagos,Amuwo Odofin,Private,For Profit,Primary,"PLOT 1073, 4TH AVENUE/ 42 FESTAC TOWN",3.2813,6.47586,0809-269-3320,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
55925191,2012-03-07,SAGBOKODJI PRIMARY HEALTH CENTRE,Lagos,Amuwo Odofin,Public,Local Government,Primary,"TOMARO PHC, ONISIWO,KODEME BUS STOP, TOMARO",3.5007,6.36732,0803-942-9877,"Monday,Tuesday,Wednesday,Thursday,Friday",Unknown,Unknown
63870834,2000-02-10,TOMARO HEALTH POST,Lagos,Amuwo Odofin,Public,Local Government,Primary,LLADO TOMARO,3.37631,6.2552,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
31812447,1998-07-31,RELIANCE NURSING HOME,Lagos,Apapa,Private,For Profit,Primary,"32,AREWA STREET BADIA IJORA",3.5894,6.4656,0807-372-9522,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
18187068,2004-03-03,HONEYWELL FLOURMILLS CLINIC,Lagos,Apapa,Private,For Profit,Primary,2ND GATE BY PASS TINCAN APAPA,3.359114,6.43998,0803-887-9899,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registration Suspended,Licensed
71305419,2017-03-06,NANTI HEALTH POST,Lagos,Apapa,Public,Local Government,Primary,NANTI VILLAGE  APAPA ACROSS WATER BY LIVERPOOL APAPA,3.3605,6.43567,0802-331-2306,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
23651449,1975-02-03,SARI PRIMARY HEALTH CENTRE,Lagos,Apapa,Public,Local Government,Primary,,3.33687,6.48033,,,Unknown,Unknown
78098627,2000-06-30,SYBAN MEDICAL CENTRE,Lagos,Apapa,Private,For Profit,Secondary,"33,ADEKUNLEDEEN STREET SARI-IGANMU",3.34971,6.47392,0803-406-9836,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
85863409,1998-02-03,AHMADIYYA MUSLIM HOSPITAL,Lagos,Apapa,Private,For Profit,Secondary,"39, PAYNE CRESCENT APAPA",3.3718872,6.4420776,0803-648-9171,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60982980,1993-06-06,APAPA ANNEX STAFF CLINIC,Lagos,Apapa,Public,Local Government,Primary,"37,BURMA RD , APAPA",3.36713,6.43729,0706-448-9366,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
69874821,1988-03-03,MAJOROH MEDICAL CENTRE - ANJORIN,Lagos,Apapa,Private,For Profit,Primary,"9,PELEWURA WAY APAPA",3.36944,6.44619,0145-416-52,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
33123106,2018-06-05,ST LOUIS CLINIC,Lagos,Apapa,Private,For Profit,Primary,,3.37028,6.44333,,,Unknown,Unknown
76833110,2004-12-12,TAAN MEDICO HOSPITAL,Lagos,Apapa,Private,For Profit,Primary,"5,PELEWURA CRESCENT APAPA",3.36923,6.44738,0812-222-2131,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
56080793,1994-02-09,JIM SAM HOSPITAL AND MATERNITY,Lagos,Apapa,Private,For Profit,Secondary,,3.35329,6.46599,0806-706-3845,,Unknown,Unknown
27174290,2021-02-01,OJORA OLUGBODE PRIMARY HEALTH CENTER,Lagos,Apapa,Public,Local Government,Primary,,3.3597,6.46785,,,Not Applicable,Not Applicable
63280532,2020-04-01,FORTE OIL STAFF CLINIC,Lagos,Apapa,Private,For Profit,Primary,,3.35652,6.47395,0708-863-0126,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
41661784,1983-02-05,IJORA PRIMARY HEALTH CENTRE,Lagos,Apapa,Public,Local Government,Primary,,3.36729,6.46819,,,Unknown,Unknown
34420573,1984-02-05,11 PLC STAFF CLINIC,Lagos,Apapa,Private,For Profit,Primary,"1 MOBIL ROAD, MARINE BEACH APAPA",3.35943,6.45622,0128-016-62,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
47960886,1996-05-03,NAVAL MEDICAL CENTRE,Lagos,Apapa,Public,Military & Paramilitary formations,Primary,BEECROFT DOCKYARD  ROAD  MARINE BEACH,3.36831,6.45744,,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
77671498,2016-05-08,PARAS MEDICARE,Lagos,Apapa,Private,For Profit,Primary,"11,DANFODIO  GRA APAPA",3.35764,6.44285,0816-507-3553,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
57758366,2004-08-06,OLUKAYODE CONVALESCENT HOME,Lagos,Apapa,Private,For Profit,Primary,"2A, ORILE-IGANMU SARI",3.35056,6.47342,0802-290-7229,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
82552912,1980-01-12,BADAGRY GENERAL HOSPITAL,Lagos,Badagry,Public,State Government,Secondary,"HOSPITAL ROAD, BADAGRY LAGOS",2.89676,6.4373,0802-321-1470,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
14802517,1998-01-01,THALITAL MEDICAL CENTER,Lagos,Badagry,Private,For Profit,Primary,WHESU J. THOMAS CLOSE AGONKANMEH BADAGRY,2.89297,6.41296,0803-353-6150,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
62021096,2010-01-01,AJARA  TOPA PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"AJARA TOPA ROAD, MIJOHOT STREET, TOPA BADAGRY",2.88443,6.43096,0802-329-0953,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
83087488,1988-01-08,AJARA MEDICAL CENTRE,Lagos,Badagry,Private,For Profit,Primary,"NO 3, DAUDA BEYIOKU STR, AJARA TOPA BADAGRY",2.88633,6.43232,0803-323-3169,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
23559111,2009-09-09,CAREGIVER HOSPITAL,Lagos,Badagry,Private,For Profit,Secondary,"OPP COCA-COLA DEPOT AJARA TORIKOH, BADAGRY",2.88792,6.43183,0803-911-0242,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
61685347,2002-03-12,YEMATT MATERNITY HOME,Lagos,Badagry,Private,For Profit,Primary,"6 YEMATT CLOSE, AJARA TOPA BADAGRY",2.8862,6.42764,0803-714-9240,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
54441619,2006-01-01,AJARA PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"SECETARIAT ROAD, AJARA MANGO BADAGRY",2.89181,6.43504,0802-329-0953,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
60453154,1991-02-12,NIGERIA FRENCH VILLAGE HEALTH CENTRE,Lagos,Badagry,Public,Federal Government,Primary,"OLD LAGOS-BADAGRY EXPRESS RD, BADAGRY",2.89481,6.43299,0812-820-8217,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
27669689,2009-01-01,AJIDO PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"EBUTTE-OLOFIN AJIDO, BADAGRY LAGOS",3.01213,6.41595,0802-329-0953,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
83774928,2017-01-01,WILBROS AJIDO PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,YENAWA AFOLIHO AJIDO VILLAGE,2.99027,6.41524,0802-329-0953,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
23907504,2004-01-01,SAKPO PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,SEME-BADAGRY EXPRESSWAY BADAGRY,2.83819,6.3943,0809-166-2619,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
22679854,2005-01-01,APA PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"OWODE APA RD, BADAGRY WEST APA TOWN BADAGRY",2.82383,6.43141,0809-166-2619,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
44590110,1993-03-10,GOD'S WILL CONVALESCENT HOME,Lagos,Badagry,Private,For Profit,Primary,"OWODE-APA EXP WAY, HUNPATIN COMPOUND, JOFORO VILLAGE BADAGRY WEST",2.85277,6.42111,0701-843-5844,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
86258459,2011-01-01,JESUS REIGNS MATERNITY HOME,Lagos,Badagry,Private,For Profit,Primary,"CUSTOM CHECKPOINT, GBAJI VILLAGE BADAGRY",2.86214,6.41672,0803-394-5709,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
26486950,2008-01-01,PEACE LOVER,Lagos,Badagry,Private,For Profit,Primary,"OWODE-APA EXP WAY, JOFORO COMPOUND APA BADAGRY-WEST",2.84764,6.42443,0704-319-9380,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
32892136,2014-01-01,FORTUNE MATERNITY HOME,Lagos,Badagry,Private,For Profit,Primary,"NEAR SUPREME PILLARS SCHOOL, ATIPOROME VILLAGE MOWO-IKOGA RD,  BADAGRY",2.96679,6.47502,0803-383-4474,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
72688789,1991-01-10,IBUKUN-OLUWA CLINIC,Lagos,Badagry,Private,For Profit,Primary,"2 ADE OLOJE CLOSE, ARADAGUN BADAGRY",2.95502,6.43906,0806-711-6717,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
40919584,2007-01-01,MOWO PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,"MOWO/ADO-ODO RD, MOWO BADAGRY",2.95995,6.45874,0802-310-8642,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
75284789,2012-01-01,ADALOKO DIVINE MATERNITY,Lagos,Badagry,Private,For Profit,Primary,"ZONE 4 KOSOKO ST, ARAROMI BADAGRY",4.56081,8.75793,0802-762-9771,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
38853807,2009-01-11,ADEMOLA HOSPITAL,Lagos,Badagry,Private,For Profit,Secondary,"1, IBRAHIM ST, OFF ODON-ILOGBO RD, OKO-AFO BADAGRY",3.02801,6.4814,0803-336-0135,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
53457019,2009-05-01,AJETOLA NURSING HOME,Lagos,Badagry,Private,For Profit,Primary,"ILEDU VILLAGE OFF LAGOS-BADAGRY EXP RD, ARAROMI BADAGRY",3.01338,6.4835,0803-716-6836,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
52664097,2020-01-01,APPLEYARD CLINIC,Lagos,Badagry,Private,For Profit,Primary,"34 AMUNIPO ST, IBIYE BADAGRY LAGOS",3.07402,6.49082,0803-335-0495,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
35408940,2021-10-04,ARAROMI PRIMARY HEALTH CENTRE,Lagos,Badagry,Public,Local Government,Primary,ILE-EPO  B/STOP OLORUNDA BADAGRY,3.01133,6.2838,0708-189-6092,"Monday,Tuesday,Wednesday,Thursday,Friday",Registered,Licensed
45838124,2012-01-02,AUDERY CLINIC,Lagos,Badagry,Private,For Profit,Primary,"AGBO-MALU MTN ARAROMI, BADAGRY",2.98789,6.47285,0803-667-2616,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
74573116,2016-02-09,BERRY-KAY CLINICS,Lagos,Badagry,Private,For Profit,Primary,AGBARA/MOROGBO ROAD BADAGRY,3.09522,6.49399,0703-198-2418,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
28348000,1999-01-10,CHRIST FOUNDATION HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,"82 ALHAJA SINOTU AJAYI STR, MOROGBO BADAGRY",3.09395,6.44494,0803-325-8776,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
27499055,2010-05-10,DE-DIVINE GLORY,Lagos,Badagry,Private,For Profit,Primary,"ESEPE RD, ARAROMI BADAGRY",3.02549,6.47124,0806-034-9841,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
59869842,2010-01-01,DEELACS HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,,3.03776,6.48277,0803-325-0434,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
57029879,2018-01-01,DIVINE RELEASE CLINIC AND MATERNITY,Lagos,Badagry,Private,For Profit,Primary,,2.89026,6.24928,0802-881-6439,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
74242083,2022-10-30,EUCHARISTIC HEART OF JESUS HOSPITAL,Lagos,Badagry,Private,For Profit,Primary,MAGBON OFF IBIYE RD. LAGOS/BADAGRY EXP WAY BADAGRY,3.05101,6.48333,0816-809-9622,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
79549719,2017-01-31,FUNADEK NURSING HOME,Lagos,Badagry,Private,For Profit,Primary,"IBIYE, BADAGRY LAGOS",2.89063,6.43845,0803-388-3217,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
67799921,2010-09-10,GOD FAVORITE HOSPITAL,Lagos,Badagry,Private,For Profit,Secondary,"1 FAVOUR HOSPITAL RD,  MTN B/STOP ARAROMI BADAGRY",2.99201,6.47065,0803-389-9495,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
26355956,2013-02-06,GODSOF MATERNITY HOME,Lagos,Badagry,Private,For Profit,Primary,"9, OGUNDIPE ST, OFF CHECK POINT B/STOP BADAGRY",2.89052,6.43472,0903-613-4743,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Registered,Licensed
